feature,importance,coefficient
feature_21,0.08267685279677996,-0.08267685279677996
feature_408,0.08218702486497752,-0.08218702486497752
feature_348,0.08217959412806836,0.08217959412806836
feature_257,0.08112900312584244,-0.08112900312584244
feature_311,0.08088472274335105,-0.08088472274335105
feature_513,0.0808605294853754,0.0808605294853754
feature_627,0.08086052948537517,0.08086052948537517
feature_70,0.08086052948537464,0.08086052948537464
feature_326,0.08007922157598674,0.08007922157598674
feature_282,0.08007922157598672,0.08007922157598672
feature_378,0.0798749731252485,-0.0798749731252485
feature_51,0.0793151376413753,0.0793151376413753
feature_524,0.07931513764137521,0.07931513764137521
feature_608,0.07931513764137516,0.07931513764137516
feature_314,0.07863088535955585,-0.07863088535955585
feature_558,0.07843986226848998,-0.07843986226848998
feature_437,0.07843986226848984,-0.07843986226848984
feature_491,0.07789188404674222,0.07789188404674222
feature_597,0.07789188404674222,0.07789188404674222
feature_40,0.07789188404673637,0.07789188404673637
feature_99,0.07788263668242806,-0.07788263668242806
feature_656,0.07788263668242595,-0.07788263668242595
feature_481,0.07788263668242526,-0.07788263668242526
feature_285,0.07785683699513454,-0.07785683699513454
feature_704,0.07708740865414199,0.07708740865414199
feature_146,0.07692074910430356,0.07692074910430356
feature_183,0.07674015966099851,-0.07674015966099851
feature_479,0.07664887869448665,0.07664887869448665
feature_622,0.07664887869448517,0.07664887869448517
feature_65,0.07664887869448508,0.07664887869448508
feature_150,0.07616634646936246,0.07616634646936246
feature_236,0.07611206904615717,-0.07611206904615717
feature_83,0.07596636804283823,0.07596636804283823
feature_523,0.07596636804283728,0.07596636804283728
feature_640,0.07596636804283728,0.07596636804283728
feature_242,0.07590772613805158,0.07590772613805158
feature_443,0.07492114020440643,-0.07492114020440643
feature_564,0.07492114020440582,-0.07492114020440582
feature_272,0.07476190314892535,-0.07476190314892535
feature_297,0.07419174365327771,-0.07419174365327771
feature_124,0.07324015897873477,0.07324015897873477
feature_298,0.07304109415973713,-0.07304109415973713
feature_265,0.07263272101996175,-0.07263272101996175
feature_63,0.07184753544819772,0.07184753544819772
feature_473,0.07184753544819757,0.07184753544819757
feature_620,0.07184753544819679,0.07184753544819679
feature_225,0.07094636690161514,-0.07094636690161514
feature_670,0.07089787846580521,0.07089787846580521
feature_300,0.07083638300826607,-0.07083638300826607
feature_709,0.07021929695033427,0.07021929695033427
feature_478,0.06920892160461949,-0.06920892160461949
feature_593,0.06920892160461949,-0.06920892160461949
feature_36,0.06920892160461933,-0.06920892160461933
feature_149,0.06838755525597676,0.06838755525597676
feature_18,0.06836893200201445,-0.06836893200201445
feature_511,0.06836893200201,-0.06836893200201
feature_575,0.06836893200201,-0.06836893200201
feature_1,0.06810356358804782,-0.06810356358804782
feature_198,0.06786698673418977,-0.06786698673418977
feature_386,0.06717603307985122,0.06717603307985122
feature_231,0.0664905997388363,-0.0664905997388363
feature_530,0.06620035982464523,0.06620035982464523
feature_631,0.06620035982464467,0.06620035982464467
feature_74,0.06620035982464414,0.06620035982464414
feature_676,0.06619720781776925,0.06619720781776925
feature_154,0.06608720824851257,0.06608720824851257
feature_158,0.06585426352780109,-0.06585426352780109
feature_196,0.06509307869910079,0.06509307869910079
