feature,importance,coefficient
feature_223,0.017596356123524032,-0.017596356123524032
feature_152,0.017468785706458788,0.017468785706458788
feature_119,0.017434899407012656,-0.017434899407012656
feature_329,0.017434899407012518,-0.017434899407012518
feature_338,0.017223834669327247,-0.017223834669327247
feature_77,0.017104699075395323,0.017104699075395323
feature_180,0.017104699075391475,0.017104699075391475
feature_634,0.01710469907539111,0.01710469907539111
feature_533,0.017104699075390056,0.017104699075390056
feature_135,0.017076681940482983,-0.017076681940482983
feature_7,0.01662243079486758,-0.01662243079486758
feature_203,0.016506601846499887,0.016506601846499887
feature_398,0.01649350566861247,0.01649350566861247
feature_138,0.01632753458691709,-0.01632753458691709
feature_711,0.016307428433055667,-0.016307428433055667
feature_202,0.015987055531857156,-0.015987055531857156
feature_193,0.015815367996835545,-0.015815367996835545
feature_367,0.015680785100421608,-0.015680785100421608
feature_253,0.015509047020107254,-0.015509047020107254
feature_218,0.015302916494464532,0.015302916494464532
feature_368,0.015195464293233178,-0.015195464293233178
feature_211,0.015046134409827,-0.015046134409827
feature_125,0.014954592966323958,0.014954592966323958
feature_228,0.01468581005627105,-0.01468581005627105
feature_716,0.014561141939120614,-0.014561141939120614
feature_252,0.014482407362777209,-0.014482407362777209
feature_305,0.01422703072290274,0.01422703072290274
feature_204,0.013606813225850525,0.013606813225850525
feature_332,0.013598264937435024,-0.013598264937435024
feature_407,0.012830670273717851,0.012830670273717851
feature_11,0.012559717083132702,0.012559717083132702
feature_187,0.012288900150228294,-0.012288900150228294
feature_79,0.011934948485498413,-0.011934948485498413
feature_636,0.011934948485497521,-0.011934948485497521
feature_540,0.011934948485495357,-0.011934948485495357
feature_239,0.011831908624870598,0.011831908624870598
feature_12,0.011762234698300839,-0.011762234698300839
feature_510,0.011547562805046057,0.011547562805046057
feature_645,0.011547562805045462,0.011547562805045462
feature_697,0.011547562805045462,0.011547562805045462
feature_88,0.011547562805044018,0.011547562805044018
feature_319,0.011383972270939447,0.011383972270939447
feature_286,0.011330251213798244,0.011330251213798244
feature_401,0.010629772828845797,0.010629772828845797
feature_522,0.010488892335551576,-0.010488892335551576
feature_630,0.010488892335551562,-0.010488892335551562
feature_73,0.010488892335545164,-0.010488892335545164
feature_387,0.010427438225115413,0.010427438225115413
feature_262,0.010296225794686253,-0.010296225794686253
feature_412,0.010295406380173582,0.010295406380173582
feature_241,0.010037513395681014,-0.010037513395681014
feature_714,0.010006205531273842,0.010006205531273842
feature_374,0.009933826718437158,-0.009933826718437158
feature_110,0.00984880773156806,0.00984880773156806
feature_157,0.009755046554915346,-0.009755046554915346
feature_208,0.009728369687618138,-0.009728369687618138
feature_233,0.009720811358443502,-0.009720811358443502
feature_94,0.00969431129503269,-0.00969431129503269
feature_651,0.00969431129502919,-0.00969431129502919
feature_525,0.009694311295027846,-0.009694311295027846
feature_717,0.009649858786349635,0.009649858786349635
feature_383,0.009506840229513912,0.009506840229513912
feature_550,0.009331230133182294,-0.009331230133182294
feature_205,0.008775729734902454,-0.008775729734902454
feature_718,0.008278303310401332,0.008278303310401332
feature_431,0.007885727880090088,0.007885727880090088
feature_710,0.0077821341360818815,0.0077821341360818815
feature_52,0.007594884656490733,-0.007594884656490733
feature_609,0.007594884656487711,-0.007594884656487711
feature_527,0.007594884656487711,-0.007594884656487711
feature_171,0.007586102871330602,0.007586102871330602
feature_549,0.007530614914954964,0.007530614914954964
feature_190,0.007516766731481382,0.007516766731481382
feature_543,0.007442697853719321,0.007442697853719321
feature_574,0.0073842754776032755,0.0073842754776032755
feature_517,0.007384275477603005,0.007384275477603005
feature_17,0.007384275477597957,0.007384275477597957
feature_366,0.007355819564845142,0.007355819564845142
feature_327,0.0072376716484861305,0.0072376716484861305
feature_312,0.007237671648485027,0.007237671648485027
feature_409,0.007194219316875723,0.007194219316875723
feature_299,0.0068604478696819085,-0.0068604478696819085
feature_719,0.0063540589859147675,-0.0063540589859147675
feature_375,0.0063374398396702355,0.0063374398396702355
feature_542,0.006020122338903643,-0.006020122338903643
feature_663,0.00602012233890244,-0.00602012233890244
feature_106,0.0060201223388998745,-0.0060201223388998745
feature_166,0.005622010887573526,-0.005622010887573526
feature_427,0.0053818131178287685,0.0053818131178287685
feature_220,0.0049362238311021905,-0.0049362238311021905
feature_641,0.004761598151941886,0.004761598151941886
feature_472,0.004761598151939748,0.004761598151939748
feature_84,0.004761598151932319,0.004761598151932319
feature_450,0.004600309822291546,-0.004600309822291546
feature_55,0.004600309822290188,-0.004600309822290188
feature_612,0.004600309822290136,-0.004600309822290136
feature_715,0.004559045492884765,-0.004559045492884765
feature_188,0.004318996487633602,-0.004318996487633602
feature_546,0.003911698950575313,-0.003911698950575313
feature_301,0.003885805255009845,0.003885805255009845
feature_358,0.003733476722617533,0.003733476722617533
feature_178,0.003681626477214886,-0.003681626477214886
feature_109,0.0033670201576227535,0.0033670201576227535
feature_396,0.0029345816442209348,0.0029345816442209348
feature_576,0.002681428053770035,-0.002681428053770035
feature_489,0.0026814280537699794,-0.0026814280537699794
feature_19,0.00268142805376842,-0.00268142805376842
feature_684,0.0021839484142365598,-0.0021839484142365598
feature_288,0.0021591536736571167,0.0021591536736571167
feature_422,0.002159153673656584,0.002159153673656584
feature_371,0.001981120115078415,0.001981120115078415
feature_133,0.001977080408622999,0.001977080408622999
feature_174,0.0018759717777760893,0.0018759717777760893
feature_246,0.0018451804487279594,0.0018451804487279594
feature_391,0.0017908958895526423,-0.0017908958895526423
feature_221,0.0017133821243183953,0.0017133821243183953
feature_8,0.0014005427640187418,0.0014005427640187418
feature_229,0.0013941884983037318,-0.0013941884983037318
feature_280,0.0012839912446015317,-0.0012839912446015317
feature_582,0.0011773994219169692,0.0011773994219169692
feature_455,0.0011773994219148043,0.0011773994219148043
feature_25,0.0011773994219146308,0.0011773994219146308
feature_439,0.0009863167778777007,0.0009863167778777007
feature_560,0.0009863167778775897,0.0009863167778775897
feature_3,0.0008544571532107213,-0.0008544571532107213
feature_6,3.3306690738754696e-15,3.3306690738754696e-15
